reference,name,price,height,length,width,weigth
DP7058,SOQUETE PAINEL MBB LATÃO,"6,77",20,20,20,500
DP7059,LENTE TETO CORCEL II,"5,28",20,20,20,500
DP7062,LENTE TETO OPALA 92 -> MONZA 85 -> KADETT 89,"7,64",20,20,20,500
DP7066,LANTERNA TETO OPALA/MONZA,"23,56",20,20,20,500
DP7067D,LANTERNA PORTA MONZA LADO DIREITO,"10,49",20,20,20,500
DP7067E,LANTERNA PORTA MONZA LADO ESQUERDO,"9,15",20,20,20,500
DP7068,INTERRUPTOR PORTA FUSCA/BRASILIA/VARIANT,"2,94",20,20,20,500
DP7069,INTERRUPTOR PORTA FUSCA PINO RETO,"2,57",20,20,20,500
DP7070,INTERRUPTOR PORTA ADPTAÇÃO LINHA FIAT CURTO,"2,57",20,20,20,500
DP7071,INTERRUPTOR PORTA OPALA ->84 CURTO,"4,24",20,20,20,500
DP7072,INTERRUPTOR PORTA OPALA ->84 LONGO,"4,24",20,20,20,500
DP7073,INTERRUPTOR PORTA MONZA CURTO,"2,57",20,20,20,500
DP7074,INTERRUPTOR PORTA MONZA LONGO,"2,57",20,20,20,500
DP7075,INTERRUPTOR PORTA MONZA SUPER LONGO,"2,57",20,20,20,500
DP7076,INTERRUPTOR PORTA ADPTAÇÃO LINHA FIAT LONGO,"2,57",20,20,20,500
DP7077,INTERRUPTOR PORTA ADPTAÇÃO LINHA FIAT SUPER LONGO,"2,57",20,20,20,500
DP7078,INTERRUPTOR PORTA REGULAVEL,"3,82",20,20,20,500
DP7079,INTERRUPTOR PORTA PASSAT/GOL,"2,94",20,20,20,500
DP7080,INTERRUPTOR PORTA CORCEL II/BELINA/DEL REY,"6,80",20,20,20,500
DP7082,INTERRUPTOR PORTA UNO/FIORINO,"6,84",20,20,20,500
DP7083,INTERRUPTOR PORTA CORSA COM SUPORTE,"4,28",20,20,20,500
DP7084,INTERRUPTOR PORTA OPALA COM SUPORTE,"5,11",20,20,20,500
DP7085,INTERRUPTOR PORTA LINHA FIAT COM SUPORTE,"4,28",20,20,20,500
DP7086,INTERRUPTOR PORTA REGULAVEL COM SUPORTE,"8,12",20,20,20,500
DP7087,CAME PASSAT ->84,"6,04",20,20,20,500
DP7088,CAME OPALA 67->77,"9,54",20,20,20,500
DP7089,CONTATO BUZINA OPALA/CARAVAN 78->88,"2,90",20,20,20,500
DP7090,CAME GOL/SANTANA 85->,"8,12",20,20,20,500
DP7091,CAME OPALA 89->92 COM VOLANTE AJUSTAVEL,"8,79",20,20,20,500
DP7092,LANTERNA TETO C/CHAVE UNO/FIORINO,"26,80",20,20,20,500
DP7094,CAME OPALA 78->80,"6,62",20,20,20,500
DP7095,CAME KOMBI 82->98 CAMINHOES VW,"8,56",20,20,20,500
DP7096,CAME BANDEIRANTE TODOS,"7,81",20,20,20,500
DP7099,CAME CHEVETTE TODOS,"6,88",20,20,20,500
DP7100,LENTE TETO UNO PREMIO,"3,46",20,20,20,500
DP7101,SOQUETE PISCA DIANTEIRO GOL/SANTANA CIBIÉ,"10,11",20,20,20,500
DP7102,CAME ESCORT/VERSAILLES/F1000,"8,83",20,20,20,500
DP7103,SOQUETE FAROL ESCORT/VERONA ARTEB (GLOBO ÓTICO),"5,37",20,20,20,500
DP7104,SOQUETE FAROL PASSAT/ESCORT (GLOBO ÓTICO),"9,50",20,20,20,500
DP7105,SOQUETE FAROL ESCORT/VERONA CIBIE (GLOBO ÓTICO),"8,73",20,20,20,500
DP7108,LANTERNA TETO CORCEL II,"11,88",20,20,20,500
DP7109,CAME FUSCA 1300 80->,"8,27",20,20,20,500
DP7110,CAME OPALA 81->88,"8,44",20,20,20,500
DP7111,CAME BRASILIA/VARIANT/FUSCA 76->80,"7,64",20,20,20,500
DP7112,CAME MONZA/CORSA/VECTRA/ASTRA,"9,75",20,20,20,500
DP7113,CAME GOL/SAVEIRO ->85,"8,86",20,20,20,500
DP7114,INTERRUPTOR PORTA CHEVETTE 74->,"2,57",20,20,20,500
DP7116,SOQUETE PISCA DIANTEIRO FUSCA 1300/1500/1600,"10,24",20,20,20,500
DP7119,SOQUETE LANTERNA FUSCA 1300,"21,37",20,20,20,500
DP7120,CAME GOL/PARATI 95->,"8,47",20,20,20,500
DP7122,CAME S10/BLAZER 95->00,"9,07",20,20,20,500
DP7126,SOQUETE PISCA CORSA 1 POLO,"7,15",20,20,20,500
DP7127,INTERRUPTOR PORTA APOLO/LOGUS/ESCORT,"4,26",20,20,20,500
DP7128,CAME PALIO (CHAVE SETA KOSTAL),"14,53",20,20,20,500
DP7129,CAME PALIO (CHAVE SETA MARELLI),"14,50",20,20,20,500
DP7131,INTERRUPTOR PORTA PALIO RETANGULAR,"6,84",20,20,20,500
DP7134,INTERRUPTOR PORTA F1000/F4000,"10,52",20,20,20,500
DP7137,INTERRUPTOR PORTA CORCEL II/BELINA C/GUARDA PO,"7,80",20,20,20,500
DP7156,CONECTOR SIMPLES,"1,18",20,20,20,500
DP7157,CONECTOR DUPLO MACHO,"2,31",20,20,20,500
DP7158,CONECTOR TRIPLO,"3,48",20,20,20,500
DP7161,CAIXA FUSIVEL TIPO AMERICANO MB/FD/ONIBUS CAMINHÃO,"35,20",20,20,20,500
DP7179,"CONECTOR 4VIAS FEMEA T6,3MM","0,56",20,20,20,500
DP7184,LANTERNA PORTA MONZA 95-> LD E LE,"13,57",20,20,20,500
DP7194,CONECTOR 6VIAS MACHO HYLOK,"0,72",20,20,20,500
DP7195,CONECTOR 6VIAS FEMEA HYLOK,"0,88",20,20,20,500
DP7205,KIT TERMINAL MACHO+FEMEA 2 VIAS PARALELO,"2,15",20,20,20,500
DP7206,KIT TERMINAL MACHO+FEMEA 2 VIAS EM T COMUM,"1,46",20,20,20,500
DP7207,KIT TERMINAL MACHO+FEMEA 3 VIAS,"1,82",20,20,20,500
DP7208,KIT TERMINAL MACHO+FEMEA 4 VIAS,"2,36",20,20,20,500
DP7209,KIT TERMINAL MACHO+FEMEA 5 VIAS,"1,44",20,20,20,500
DP7211,KIT TERMINAL MACHO+FEMEA 6 VIAS HYLOK,"5,46",20,20,20,500
DP7212,KIT TERMINAL MACHO+FEMEA 8 VIAS,"5,28",20,20,20,500
DP7213,KIT TERMINAL MACHO+FEMEA 9 VIAS HYLOK,"13,52",20,20,20,500
DP7218,LANTERNA TETO OPALA/MONZA (LEITURA) PRETA,"83,23",20,20,20,500
DP7219,LANTERNA TETO KA/ESCORT,"25,43",20,20,20,500
DP7220,LANTERNA TETO FIESTA/ECOSPORT,"25,43",20,20,20,500
DP7221,CIRCUITO TRASEIRO UNO LD,"33,18",20,20,20,500
DP7222,CIRCUITO TRASEIRO UNO LE,"33,19",20,20,20,500
DP7223,CIRCUITO TRASEIRO GOL 87->96 CENTRAL LD,"33,18",20,20,20,500
DP7224,CIRCUITO TRASEIRO GOL 87->96 LE,"33,18",20,20,20,500
DP7229,CIRCUITO TRASEIRO CHEVETTE 83-> LD/LE,"35,19",20,20,20,500
DP7230,CIRCUITO TRASEIRO PAMPA ->97 F1000 ->91 D/E,"31,76",20,20,20,500
DP7231,CAME SPRINTER TODOS,"13,22",20,20,20,500
DP7232,LANTERNA TETO PALIO/SIENA/STRADA CINZA,"42,41",20,20,20,500
DP7233,LANTERNA TETO OPALA/MONZA (LEITURA) CINZA,"95,26",20,20,20,500
DP7239,CIRCUITO TRASEIRO GOL 87->96 PISCA/FREIO D/E,"26,34",20,20,20,500
DP7240,CIRCUITO TRASEIRO GOL 95->00 D/E,"31,61",20,20,20,500
DP7241,CIRCUITO TRASEIRO GOL 02->05 LD,"33,29",20,20,20,500
DP7242,CIRCUITO TRASEIRO GOL 02->05 LE,"38,11",20,20,20,500
DP7243,CIRCUITO TRASEIRO PALIO 96->00 LD,"56,22",20,20,20,500
DP7244,CIRCUITO TRASEIRO PALIO 96->00 LE,"56,22",20,20,20,500
DP7247,CIRCUITO TRASEIRO ESCORT 87->92 LD E LE,"58,95",20,20,20,500
DP7249,CIRCUITO TRASEIRO CORSA 2 PORTAS 99-> LD,"33,70",20,20,20,500
DP7250,CIRCUITO TRASEIRO CORSA 2P 99-> LE,"35,39",20,20,20,500
DP7251,SOQUETE PISCA MONTANA/MERIVA/CORSA,"10,32",20,20,20,500
DP7253,SOQUETE LANTERNA POLO 03->,"16,86",20,20,20,500
DP7254,SOQUETE FAROL NEBLINA POLO 03->,"16,86",20,20,20,500
DP7255,SOQUETE PISCA POLO,"10,69",20,20,20,500
DP7256,SOQUETE PISCA GOL G3,"9,72",20,20,20,500
DP7257,SOQUETE PISCA GOL G4/FOX 1141 AMBAR,"9,72",20,20,20,500
DP7258,SOQUETE PISCA KA,"9,13",20,20,20,500
DP7260,SOQUETE LANTERNA FIT 2 POLOS,"9,13",20,20,20,500
DP7261,SOQUETE PISCA FIT 1141 AMBAR,"7,10",20,20,20,500
DP7262,SOQUETE LANTERNA FIT (RÉ),"6,71",20,20,20,500
DP7264,SOQUETE PISCA FIT 1141 AMBAR,"8,24",20,20,20,500
DP7265,SOQUETE LANTERNA CIVIC 01->06 (PLACA),"3,72",20,20,20,500
DP7266,LANTERNA TETO C/CHAVE UNO FIRE 04->,"23,41",20,20,20,500
DP7274,CIRCUITO TRASEIRO PALIO 01->03 LE,"41,24",20,20,20,500
DP7275,CIRCUITO TRASEIRO PALIO 01->03 LD,"41,24",20,20,20,500
DP7318,LANTERNA TETO KOMBI 99-> S/TEMPORIZADOR,"66,17",20,20,20,500
DP7319,LANTERNA TETO SPRINTER->901/903,"50,87",20,20,20,500
DP7320,CAME UNO FIRE,"14,53",20,20,20,500
DP7331,SOQUETE LANTERNA RANGER 05-> (RÉ),"11,14",20,20,20,500
DP7332,SOQUETE PISCA CLIO 04-> 1141 AMBAR,"11,52",20,20,20,500
DP7334,LANTERNA PLACA F1000/RANGER,"70,57",20,20,20,500
DP7339,PINHÃO VELOCIMETRO CORSA S/COROA,"12,80",20,20,20,500
DP7351,PORCA FIXAÇÃO ESTEPE UNO/STRADA,"3,29",20,20,20,500
DP7352,BRUCUTU PALIO/STRADA TODOS,"8,53",20,20,20,500
DP7353,BRUCUTU UNO/ELBA,"8,90",20,20,20,500
DP7356,LANTERNA TETO GOL/SAVEIRO C/TEMPORIZADOR,"112,81",20,20,20,500
DP7357,LANTERNA TETO SANTANA/CAMINHOES VW,"61,09",20,20,20,500
DP7358,LANTERNA TETO SANTANA/CAMINHOES COM DIRECIONADOR,"76,35",20,20,20,500
DP7359,LANTERNA TETO CORSA/VECTRA,"27,18",20,20,20,500
DP7360,LANTERNA TETO CORSA/VECTRA (FUMÊ),"25,43",20,20,20,500
DP7361,LANTERNA PISCA GOLF 02,"48,11",20,20,20,500
DP7365,LANTERNA TETO VW CAMINHÃO = CONTELATION,"64,86",20,20,20,500
DP7368,LANTERNA PISCA KA/FIESTA AMBAR,"22,28",20,20,20,500
DP7369,LANTERNA PISCA KA/FIESTA CRISTAL,"22,28",20,20,20,500
DP7373,LANTERNA PLACA DOBLO = C/L,"52,90",20,20,20,500
DP7374,LANTERNA PLACA PALIO/SIENA/... = C/L,"18,93",20,20,20,500
DP7375,LANTERNA PLACA PALIO/SIENA G2,"41,30",20,20,20,500
DP7378,LANTERNA PLACA SILVERADO,"30,16",20,20,20,500
DP7380,LANTERNA PLACA DUCATO,"53,47",20,20,20,500
DP7381,LANTERNA PLACA LINHA PEUGEOT/CITROEN,"33,19",20,20,20,500
DP7383,LANTERNA PLACA COROLLA/FIELDER LD,"43,76",20,20,20,500
DP7384,LANTERNA PLACA COROLLA/FIELDER LE,"43,76",20,20,20,500
DP7385,LANTERNA PLACA S10 LD,"24,65",20,20,20,500
DP7386,LANTERNA PLACA S10 LE,"24,65",20,20,20,500
DP7387,LANTERNA PLACA OPALA/CARAVAN,"23,71",20,20,20,500
DP7388,LANTERNA PLACA D20/A20/C20,"45,12",20,20,20,500
DP7389,LANTERNA PLACA CLIO,"42,03",20,20,20,500
DP7391AM,LANTERNA PISCA DUCATO AMBAR,"30,01",20,20,20,500
DP7391CR,LANTERNA PISCA DUCATO CRISTAL,"30,01",20,20,20,500
DP7392AM,LANTERNA PISCA DUCATO ->05 AMBAR,"31,46",20,20,20,500
DP7392CR,LANTERNA PISCA DUCATO ->05 CRISTAL,"31,46",20,20,20,500
DP7393AM,LANTERNA PISCA ASTRA AMBAR,"22,76",20,20,20,500
DP7393CR,LANTERNA PISCA ASTRA CRISTAL,"26,02",20,20,20,500
DP7393FM,LANTERNA PISCA ASTRA FUME,"26,02",20,20,20,500
DP7394FM,LANTERNA PISCA VECTRA FUME,"21,90",20,20,20,500
DP7400AM,LANTERNA PISCA CAMINHOES VW AMBAR,"25,88",20,20,20,500
DP7401AM,LANTERNA PISCA RENAULT AMBAR,"33,38",20,20,20,500
DP7401CR,LANTERNA PISCA RENAULT CRISTAL,"38,19",20,20,20,500
DP7402AM,LANTERNA PISCA 206/307 AMBAR,"30,58",20,20,20,500
DP7402CR,LANTERNA PISCA 206/307 CRISTAL,"30,58",20,20,20,500
DP7403CR,LANTERNA PISCA COROLLA/FIELDER TDS CRISTAL LATERAL,"43,02",20,20,20,500
DP7407,LANTERNA PLACA ECOSPORT,"28,15",20,20,20,500
DP7408,LANTERNA PLACA COURIER/RANGER 94->97,"31,03",20,20,20,500
DP7409,LANTERNA PLACA S10 ->01 LD,"31,59",20,20,20,500
DP7410,LANTERNA PLACA S10 ->01 LE,"31,59",20,20,20,500
DP7411,LANTERNA PLACA STILLO,"32,48",20,20,20,500
DP7412,LANTERNA PLACA MB180/SPRINTER,"33,91",20,20,20,500
DP7437,BRUCUTU FIESTA ->03 ECOSPORT TODOS,"18,26",20,20,20,500
DP7438,BRUCUTU FIESTA ->02 COURIER,"19,91",20,20,20,500
DP7439,BRUCUTU KA TODOS,"19,58",20,20,20,500
DP7440,BRUCUTU GOL/VOYAGE/PARATI 87->01,"12,16",20,20,20,500
DP7441,BRUCUTU FUSCA/VARIANT/MBB,"10,80",20,20,20,500
DP7442,BRUCUTU GOL/VOYAGE ->86 PASSAT TODOS,"9,57",20,20,20,500
DP7443,BRUCUTU TRASEIRO KOMBI/GOL/QUANTUM,"9,57",20,20,20,500
DP7444,BRUCUTU CORSA TODOS,"15,78",20,20,20,500
DP7445,BRUCUTU MONZA TODOS,"10,15",20,20,20,500
DP7446,BRUCUTU CELTA TODOS,"17,12",20,20,20,500
DP7447,BRUCUTU MAREA/BRAVA TODOS,"16,66",20,20,20,500
DP7448,BRUCUTU CAMINHOES MBB 1 SAIDA,"9,57",20,20,20,500
DP7449,BRUCUTU CAMINHOES MBB 2 SAIDAS,"15,23",20,20,20,500
DP7596,PORTA FUSIVEL MAX SEM FIO,"7,57",20,20,20,500
DP7605,SOQUETE PISCA CLIO 96->02 1141 AMBAR,"11,32",20,20,20,500
DP7606,SOQUETE PISCA GOL G3 98->05 1141 AMBAR,"12,27",20,20,20,500
DP7607,SOQUETE LANTERNA ACCELO 02->,"15,47",20,20,20,500
DP7608,SOQUETE LANTERNA VECTRA 06->,"10,93",20,20,20,500
DP7609,CIRCUITO TRASEIRO CORSA HATCH 02-> LD,"39,62",20,20,20,500
DP7610,CIRCUITO TRASEIRO CORSA HATCH 02-> LE,"33,87",20,20,20,500
DP7613,CIRCUITO TRASEIRO CLIO 96->02 LD E LE,"28,81",20,20,20,500
DP7614,CIRCUITO TRASEIRO MERIVA 03->09 LD,"49,65",20,20,20,500
DP7615,CIRCUITO TRASEIRO MERIVA 03->09 LE,"49,65",20,20,20,500
DP7622,CIRCUITO TRASEIRO FOX 04->09 LE,"54,86",20,20,20,500
DP7623,CIRCUITO TRASEIRO FOX 04->09 LD,"54,86",20,20,20,500
DP7625,LANTERNA TETO MBB S/INTERRUPTOR,"22,70",20,20,20,500
DP7626,LANTERNA TETO MBB C/INTERRUPTOR,"32,07",20,20,20,500
DP7627,INTERRUPTOR PORTA CAMINHOES VW,"3,42",20,20,20,500
DP7628,INTERRUPTOR PORTA FOX,"4,26",20,20,20,500
DP7629,CAME PALIO FIRE ->02 DOBLO TODOS,"16,00",20,20,20,500
DP7630,SOQUETE LANTERNA POLO/CAMINHOES VW,"33,55",20,20,20,500
DP7631,LANTERNA LATERAL VW CAM 04-> RETA,"22,40",20,20,20,500
DP7632,LANTERNA LATERAL VW CAM 04-> CURVA LD,"23,10",20,20,20,500
DP7633,LANTERNA LATERAL VW CAM 04-> CURVA LE,"23,10",20,20,20,500
DP7634,BRUCUTU GOL G4,"35,08",20,20,20,500
DP7637,BRUCUTU CAMINHOES VW ->01,"16,23",20,20,20,500
DP7638,BRUCUTU TRASEIRO CORSA/CELTA,"16,53",20,20,20,500
DP7639,BRUCUTU TRASEIRO UNO,"13,48",20,20,20,500
DP7640,BRUCUTU TRASEIRO PALIO,"17,12",20,20,20,500
DP7641,BRUCUTU LINHA PEUGEOT/RENAULT,"16,39",20,20,20,500
DP7642,BRUCUTU CLIO,"17,40",20,20,20,500
DP7643,BRUCUTU COROLLA COM GUARNIÇÃO,"25,51",20,20,20,500
DP7644,BRUCUTU TRASEIRO GOL G3,"16,76",20,20,20,500
DP7646,BRUCUTU MERIVA,"17,98",20,20,20,500
DP7649,SOQUETE PISCA CELTA 1141 AMBAR,"6,97",20,20,20,500
DP7650,SOQUETE PISCA FOX 10->,"11,35",20,20,20,500
DP7651,SOQUETE PISCA PALIO FIRE 05->,"12,17",20,20,20,500
DP7652,CAME VOLANTE FOX/POLO 03-> MARROM,"9,85",20,20,20,500
DP7653,CAME VOLANTE GOL/SANTANA 02-> ROXO,"8,50",20,20,20,500
DP7654,CAME VOLANTE GOL G5/VOYAGE PRETO,"11,01",20,20,20,500
DP7655,CAME VOLANTE PALIO 11-> PRETO,"26,60",20,20,20,500
DP7656,CAME VOLANTE SCANIA PRETO,"23,54",20,20,20,500
DP7660,CIRCUITO TRASEIRO VECTRA 06->11 LE,"44,78",20,20,20,500
DP7662,CIRCUITO TRASEIRO PUNTO LE,"42,40",20,20,20,500
DP7663,CIRCUITO TRASEIRO PALIO 12-> LD,"44,34",20,20,20,500
DP7664,CIRCUITO TRASEIRO PALIO 12-> LE,"44,34",20,20,20,500
DP7665,CIRCUITO TRASEIRO DOBLO LE,"52,45",20,20,20,500
DP7666,CIRCUITO TRASEIRO DOBLO LE,"52,45",20,20,20,500
DP7669,CIRCUITO TRASEIRO KA 08->12 LD,"32,09",20,20,20,500
DP7670,CIRCUITO TRASEIRO KA 08->12 LE,"32,09",20,20,20,500
DP7671,CIRCUITO TRASEIRO SANDERO 07->14 D/E,"33,68",20,20,20,500
DPL06001,ROLAMENTO ALTERNADOR UNIVERSAL,"3,16",20,20,20,500
DPL06201,ROLAMENTO ALTERNADOR UNIVERSAL,"2,99",20,20,20,500
DPL06204,ROLAMENTO ALTERNADOR UNIVERSAL,"6,45",20,20,20,500
DPL06302,ROLAMENTO ALTERNADOR UNIVERSAL,"7,17",20,20,20,500
DPL06403,ROLAMENTO ALTERNADOR UNIVERSAL,"23,23",20,20,20,500
DPL101040,BUZINA CARACOL INDIVIDUAL 1 TERMINAL RENAULT,"19,32",20,20,20,500
DPL101051,BUZINA CARACOL INDIVIDUAL 2 TERMINAIS GM,"18,45",20,20,20,500
DPL101052,BUZINA CARACOL INDIVIDUAL 2 TERMINAIS,"17,56",20,20,20,500
DPL101053,BUZINA CARACOL DUPLA 1 TERMINAL,"33,26",20,20,20,500
DPL101054,BUZINA CAROCAL DUPLA 2 TERMINAIS,"27,12",20,20,20,500
DPL101055,BUZINA CARACOL INDIVIDUAL 1 TERMINAL FIAT,"21,76",20,20,20,500
DPL101057,BUZINA CARACOL INDIVIDUAL 2T GOL/PT/SAV. 98->,"21,76",20,20,20,500
DPL101060,BUZINA PAQUERINHA DUPLA 12V 92MM,"35,43",20,20,20,500
DPL101061,BUZINA PAQUERINHA INDIVIDUAL 12V 92MM,"18,80",20,20,20,500
DPL101063,BUZINA PAQUERINHA DUPLA 24V 92MM,"35,28",20,20,20,500
DPL101064,BUZINA BIBI INDIVIDUAL 12V 125MM,"31,26",20,20,20,500
DPL101065,BUZINA BIBI INDIVIDUAL 24V 125MM,"33,43",20,20,20,500
DPL101066,BUZINA 2 CORNETAS 12V,"87,93",20,20,20,500
DPL101067,BUZINA 3 CORNETAS 12V,"136,26",20,20,20,500
DPL101070,BUZINA MOTO INDIVIDUAL 12V 70MM,"10,35",20,20,20,500
DPL180031,BOMBA FIESTA/ECOSPORT 1.6 ZETEC ROCAM BOSCH,"126,60",20,20,20,500
DPL180040,BOMBA COMPLETA 306 1.8/2.0/ZX 1.8/2.0 16V,"100,36",20,20,20,500
DPL180045,BOMBA UNIVERSAL VW/FORD/GM/FIAT C/ BOSCH,"142,77",20,20,20,500
DPL180050,BOMBA MB CLASSE C/CLK,"252,91",20,20,20,500
DPL180055,BOMBA COMPLETA ASTRA/CORSA/VECTRA/S10/BLAZER BOSCH,"180,73",20,20,20,500
DPL180060,BOMBA AUDI A6/COUPE/QUATTRO/AVANT,"165,60",20,20,20,500
DPL180065,BOMBA FIAT/FORD/GM/VW/RENAULT/BMW,"260,40",20,20,20,500
DPL180070,BOMBA FIAT/FORD/GM/VW/RENAULT/BMW,"151,38",20,20,20,500
DPL180071,BOMBA MB SERIE C/E/S,"238,90",20,20,20,500
DPL180075,BOMBA COMPLETA ESCORT/VERONA 1.6/1.8 MPI 97->,"206,54",20,20,20,500
DPL180080,BOMBA MB SERIE C,"406,59",20,20,20,500
DPL180081,BOMBA BMW 518/520/525/535/OMEGA AUSTRALIANO,"222,95",20,20,20,500
DPL180082,BOMBA PASSAT ALEMAO 88->97/GOL GTI/SANTANA/SAVEIRO,"239,69",20,20,20,500
DPL180086,BOMBA COMPLETA GOLF G4/PASSAT/IBIZA/CORDOBA/A3,"276,09",20,20,20,500
DPL180087,BOMBA GOLF G4/PASSAT/IBIZA/CORDOBA/A3,"152,31",20,20,20,500
DPL180088,BOMBA PASSAT ALEMAO/BMW,"148,39",20,20,20,500
DPL180089,BOMBA PASSAT ALEMAO 97->99,"177,12",20,20,20,500
DPL180091,BOMBA GOLF/LOGUS/PASSAT/POINTER/SANTANA VDO,"108,49",20,20,20,500
DPL180094,BOMBA MB SERIES E/S/G/SLK/SL,"275,81",20,20,20,500
DPL180101,BOMBA MONZA/KADETT/IPANEMA/S10/BLAZER GAS.*,"118,24",20,20,20,500
DPL180101A,BOMBA MONZA/KADETT/IPANEMA/S10/BLAZER G/A,"151,20",20,20,20,500
DPL180178,BOMBA BMW 520/525/530 96->03/TOURING 97->04,"120,66",20,20,20,500
DPL180209,BOMBA UNO/PALIO/ESCORT/VERONA/SANTANA/LOGUS,"124,96",20,20,20,500
DPL180210,BOMBA GOL/SANTANA/PALIO/TIPO/ESCORT/R19/KOMBI,"123,56",20,20,20,500
DPL180213,BOMBA GOL/SANTANA/ESCORT/UNO/PREMIO/VERONA,"90,15",20,20,20,500
DPL180307,BOMBA COMPLETA COURIER MPI ->03,"307,66",20,20,20,500
DPL180308,BOMBA COMPLETA FOCUS 1.8/2.0 00->05,"332,64",20,20,20,500
DPL180372,BOMBA CLIO/MEGANE/LAGUNA/440/460/480 1.8/2.0,"126,77",20,20,20,500
DPL180387,BOMBA C4/PICASSO/CLIO/R19,"116,05",20,20,20,500
DPL180388,BOMBA LAND ROVER/CITROEN/PEUGEOT IMPORT. 04->,"161,33",20,20,20,500
DPL180415,BOMBA STRATUS TDS/NEON 2.0/CARAVAN GII 2.4,"116,34",20,20,20,500
DPL180434,BOMBA COURIER/FOCUS/F250,"117,85",20,20,20,500
DPL180471,BOMBA VW/FIAT/GM/FORD/HONDA/RENAULT BOSCH/MARWAL,"66,63",20,20,20,500
DPL180471B,BOMBA VW/FIAT/GM/FORD/HONDA/RENAULT BOSCH,"67,03",20,20,20,500
DPL180471M,BOMBA VW/FIAT/GM/FORD/HONDA/RENAULT MARWAL,"68,88",20,20,20,500
DPL180477,BOMBA CORSA/OMEGA/KADETT/CIVIC/FIT/R19/PAJERO/TIPO,"70,39",20,20,20,500
DPL180481,BOMBA CORSA/CELTA/S10/ZAFIRA/BMW/CHEROKEE/PAJERO,"115,79",20,20,20,500
DPL180482,BOMBA GOL/SANTANA/ESCORT/VERONA/UNO/TIPO/R19,"91,68",20,20,20,500
DPL180495,BOMBA RANGER/BRAVA E OS FRANCESES FABR. NO BRASIL,"117,00",20,20,20,500
DPL180604,BOMBA BMW 520/23/28/30/35/40,"186,60",20,20,20,500
DPL180881,BOMBA POLO CLASSIC 1.0 MI 16V/1.8 MI COM RETORNO,"147,84",20,20,20,500
DPL180910,BOMBA MB SÉRIES 190/200/201/220/230/260/280/300,"194,88",20,20,20,500
DPL180911,BOMBA XSARA PICASSO/306,"142,80",20,20,20,500
DPL181120,BOMBA UNIVERSAL FLEX BOSCH/MARWAL,"114,02",20,20,20,500
DPL181120A,BOMBA UNIVERSAL FLEX FIAT/VW BOSCH,"129,28",20,20,20,500
DPL183307,BOMBA RANGER 3.0 4X2/4X4 05->,"197,03",20,20,20,500
DPL184061,BOMBA COMPLETA DUCATO DIESEL 05->/BOXER 02->,"408,24",20,20,20,500
DPL184103,BOMBA SANTA FE/DAILY/FRONTIER/XTERRA/SCUDATO,"251,09",20,20,20,500
DPL189350,BOMBA KA/FIESTA ENDURA ZETEC/ESCORT/RANGER,"103,64",20,20,20,500
DPL202001,BOBINA IGNICAO GOLF/LOGUS/PST ALEM./A3 MOD. 3PINOS,"119,25",20,20,20,500
DPL202002,BOBINA IGNICAO ESCORT/GOL C/MODULO 6 PINOS,"119,35",20,20,20,500
DPL202004,BOBINA IGNICAO BMW Z3/Z5/328 97->03,"167,83",20,20,20,500
DPL202006,BOBINA IGNICAO MAREA 2.0 20V 96->00,"196,76",20,20,20,500
DPL202008,BOBINA IGNICAO CLIO/LOGAN/SANDERO/TWINGO,"147,71",20,20,20,500
DPL202014,BOBINA IGNICAO MAREA 2.0/2.4020V MPI/MPI TURBO,"149,70",20,20,20,500
DPL202020,BOBINA IGNIÇÃO PAJERO 3.5 V6 97->02 LE CON.BRANCO,"62,80",20,20,20,500
DPL202021,BOBINA IGNIÇÃO PAJERO 3.5 V6 97->02 LD CON.PRETO,"62,80",20,20,20,500
DPL202029,BOBINA IGNICAO ESCORT/KA/FIESTA/MONDEO/RANGER,"118,86",20,20,20,500
DPL202030,BOBINA IGNICAO GOLF/POLO/PASSAT VR6 3T,"111,87",20,20,20,500
DPL202055,BOBINA IGNIÇÃO XSARA 2.0 16V 96->05,"178,13",20,20,20,500
DPL202059,BOBINA IGNIÇÃO ALFA ROMEO145/156/166/ GTV/SPIDER,"114,84",20,20,20,500
DPL202070,BOBINA IGNICAO 106/BERLINGO/XANTIA/XSARA,"118,07",20,20,20,500
DPL202074,BOBINA IGNICAO 206/306/406/PARTNER CONECTOR PRETO,"203,91",20,20,20,500
DPL202075,BOBINA IGNICAO 206/307/407/C4/5/XSARA/PICASSO,"421,81",20,20,20,500
DPL202079,BOBINA IGNICAO XSARA/SAXO/C2/3 CONECTOR CINZA,"343,16",20,20,20,500
DPL202080,BOBINA IGNIÇÃO 206/C3/XSARA CONJUGADA,"299,33",20,20,20,500
DPL202087,BOBINA IGNICAO C4/307/C5 2.0 16V CONJUGADA 6PINOS,"412,42",20,20,20,500
DPL202101,BOBINA IGNICAO RANGER/EXPLORER V6 IMPORTADA,"229,25",20,20,20,500
DPL202104,BOBINA IGNICAO ESCORT/GOL S/MODULO 6 PINOS,"88,54",20,20,20,500
DPL202105,BOBINA IGNICAO ESCORT/GOL/SANTANA/VERSAILLES,"74,27",20,20,20,500
DPL202106,BOBINA IGNICAO AUDI/SEAT/VW C/DISSIPADOR CALOR,"189,96",20,20,20,500
