reference,name,price,height,length,width,weigth
BB9295080060,CABO VELA GOLF 2.0 MEXICANO,"R$ 108,92",20,20,20,500
BB9661364380,FLAUTA 206/207/C3 1.4 16V FLEX,"R$ 238,25",20,20,20,500
BB9X1015,CORREIA ALTERNADOR UNO/PREMIO/ESCORT/GOL/VOYAGE,"R$ 32,00",20,20,20,500
BBF00099C012,CABO VELA CELTA/CORSA 1.0/1.4/1.8 8V 96->,"R$ 85,46",20,20,20,500
BBF00099C070,CABO VELA TEMPRA 2.0 16V 96->,"R$ 103,01",20,20,20,500
BBF00099C072,CABO VELA ESCORT/MONDEO 1.8/2.0 16V ZETEC,"R$ 127,33",20,20,20,500
BBF00099C079,CABO VELA CLIO/KANGOO/TWINGO 99 ->,"R$ 138,83",20,20,20,500
BBF00099C081,CABO VELA GOL 1.0 8V MI AT 97->,"R$ 112,38",20,20,20,500
BBF00099C085,CABO VELA RENAULT 19 1.8,"R$ 120,42",20,20,20,500
BBF00099C088,CABO VELA 106 1.0/205 1.4/306 1.6 8V.,"R$ 126,51",20,20,20,500
BBF00099C125,CABO VELA GOL/VOY/SAV/POLO/FOX/SPACE FOX 8V 03->,"R$ 128,50",20,20,20,500
BBF00099C130,CABO VELA UNO/PALIO/SIENA/IDEA/DOBLO,"R$ 65,53",20,20,20,500
BBF00099C704,CABO VELA GOL/PARATI/SAVEIRO 1.6/8/2.0 *GAS LINE*,"R$ 127,12",20,20,20,500
BBF00099P350,SENSOR MAP ASTRA/MONTANA/PRISMA/MERIVA,"R$ 129,48",20,20,20,500
BBF00099P402,SENSOR MAP GOL/PARATI/SANTANA,"R$ 176,58",20,20,20,500
BBF000AL0111,PARTIDA HILUX 3.0 05-> 9DENTES BOSCH,"R$ 612,50",20,20,20,500
BBF000BL9012,REGULADOR VOLT. GOL G5/FOX/GOLF/POLO BOSCH,"R$ 143,94",20,20,20,500
BBF000KE0P02,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,58",20,20,20,500
BBF000KE0P03,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 18,94",20,20,20,500
BBF000KE0P04,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 10,83",20,20,20,500
BBF000KE0P05,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 17,91",20,20,20,500
BBF000KE0P06,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 19,39",20,20,20,500
BBF000KE0P07,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 12,31",20,20,20,500
BBF000KE0P08,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 11,19",20,20,20,500
BBF000KE0P09,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 8,70",20,20,20,500
BBF000KE0P10,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 16,79",20,20,20,500
BBF000KE0P11,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 10,83",20,20,20,500
BBF000KE0P12,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 10,23",20,20,20,500
BBF000KE0P13,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 9,52",20,20,20,500
BBF000KE0P14,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 8,88",20,20,20,500
BBF000KE0P15,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 9,56",20,20,20,500
BBF000KE0P16,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,84",20,20,20,500
BBF000KE0P17,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 11,10",20,20,20,500
BBF000KE0P18,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 10,70",20,20,20,500
BBF000KE0P19,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 22,63",20,20,20,500
BBF000KE0P20,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 20,82",20,20,20,500
BBF000KE0P21,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 12,87",20,20,20,500
BBF000KE0P22,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 9,21",20,20,20,500
BBF000KE0P23,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 10,94",20,20,20,500
BBF000KE0P24,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 35,68",20,20,20,500
BBF000KE0P25,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 20,82",20,20,20,500
BBF000KE0P26,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 18,57",20,20,20,500
BBF000KE0P27,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,28",20,20,20,500
BBF000KE0P28,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 28,21",20,20,20,500
BBF000KE0P29,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 27,23",20,20,20,500
BBF000KE0P30,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 16,72",20,20,20,500
BBF000KE0P31,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 32,42",20,20,20,500
BBF000KE0P32,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 11,90",20,20,20,500
BBF000KE0P33,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 25,78",20,20,20,500
BBF000KE0P34,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,25",20,20,20,500
BBF000KE0P35,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 12,35",20,20,20,500
BBF000KE0P36,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 11,88",20,20,20,500
BBF000KE0P37,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 19,30",20,20,20,500
BBF000KE0P38,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 17,41",20,20,20,500
BBF000KE0P39,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,75",20,20,20,500
BBF000KE0P40,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 14,14",20,20,20,500
BBF000KE0P41,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 16,72",20,20,20,500
BBF000KE0P42,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 15,53",20,20,20,500
BBF000KE0P43,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,11",20,20,20,500
BBF000KE0P44,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 13,84",20,20,20,500
BBF000KE0P45,VELA IGNICAO UNIVERSAL SUPER PLUS,"R$ 15,24",20,20,20,500
BBF000LD90M4,GEL DISSIPADOR TERM.P/ PONTE RETIFICADORA,"R$ 9,07",20,20,20,500
BBF000RS0101,REGULADOR VOLT. MONZA/KADETT/CORSA/SILVERADO 55A,"R$ 67,17",20,20,20,500
BBF000RS0102,REGULADOR VOLT. PALIO/DUCATO/CORSA/CELTA/VECTRA,"R$ 121,68",20,20,20,500
BBF000RS0103,REGULADOR VOLT. GOL/GOLF/BORA/NEW BEATLE/A3,"R$ 139,73",20,20,20,500
BBF000TE0103,BOMBA VW/FIAT/GM/FORD/HONDA/RENAULT BOSCH,"R$ 173,87",20,20,20,500
BBF000TE0120,BOMBA GOL/SANTANA/ESCORT/UNO/PREMIO/VERONA,"R$ 242,36",20,20,20,500
BBF000TE0159/A,BOMBA UNIVERSAL FLEX BOSCH,"R$ 228,29",20,20,20,500
BBF000TE0164W,BOMBA VW/FIAT/GM/FORD/HONDA/RENAULT BOSCH,"R$ 153,88",20,20,20,500
BBF000TE1187,BOMBA S10 2.2 MPFI,"R$ 260,37",20,20,20,500
BBF000TE11A5,BOMBA C3/C4 PALLAS/207 1.4/1.6 FLEX 08->14,"R$ 392,72",20,20,20,500
BBF000TE1257,BOMBA CORSA/S10/BLAZER C/TAMPA,"R$ 288,75",20,20,20,500
BBF000ZS0001,BOBINA IGNICAO ASTRA/VECTRA IMP./OMEGA 3.0 92/94,"R$ 279,31",20,20,20,500
BBF000ZS0102,BOBINA IGNIÇÃO ESCORT/GOL/SANTANA/VERSAILLES,"R$ 174,92",20,20,20,500
BBF000ZS0103,BOBINA IGNICAO UNO/PALIO/SIENA/TEMPRA/STRADA,"R$ 93,38",20,20,20,500
BBF000ZS0104,BOBINA IGNICAO KOMBI/GOL MI 96-> 3 PINOS,"R$ 201,22",20,20,20,500
BBF000ZS0105,BOBINA IGNICAO GOL/PARATI/SANTANA 2 PINOS,"R$ 114,86",20,20,20,500
BBF000ZS0116,BOBINA IGNICAO CIVIC/ACCORD/CRV,"R$ 274,05",20,20,20,500
BBF000ZS0203,BOBINA IGNICAO ASTRA/VECTRA/ZAFIRA,"R$ 155,16",20,20,20,500
BBF000ZS0205,BOBINA IGNIÇÃO ASTRA/KADETT/IPANEMA/VECTRA,"R$ 179,59",20,20,20,500
BBF000ZS0206,BOBINA IGNICAO PALIO/PUNTO/DOBLO/UNO/IDEA,"R$ 174,20",20,20,20,500
BBF000ZS0210,BOBINA IGNICAO AUDI/SEAT/VW C/DISSIPADOR CALOR,"R$ 283,94",20,20,20,500
BBF000ZS0213,BOBINA IGNIÇAO GOL G3/G4/FOX TOTAL FLEX,"R$ 171,87",20,20,20,500
BBF000ZS0235,BOBINA IGNIÇÃO UNO 1.0 8V EVO FLEX 10->15,"R$ 134,29",20,20,20,500
BBF000ZS0243,BOBINA IGNICAO PALIO E-TORQ 2010-> 1.6/1.8 16V.,"R$ 174,77",20,20,20,500
BBF006B20056,MOTOR LIMPADOR CLIO 98->,"R$ 198,00",20,20,20,500
BBF006KM0402,MOTOR VENTOINHA GOL GII/III/IV S/AR/PALIO,"R$ 231,00",20,20,20,500
BBF00HL00311,SONDA LAMBDA ASTRA/CORSA/KADETT/MERIVA/STILO,"R$ 127,19",20,20,20,500
BBF00M113241,PLACA ALT BOSCH GOLF/BORA/POLO/A3 90A,"R$ 78,67",20,20,20,500
BBF00M123317,PLACA ALT BOSCH PALIO/SIENA/POLO/SPRINTER/A4 70A,"R$ 84,68",20,20,20,500
BBF00M123331,PLACA ALT BOSCH BRAVA/MAREA/STILO/STRADA 120A,"R$ 338,80",20,20,20,500
BBF00M133360,PLACA ALT BOSCH CORSA/CELTA/ASTRA/VECTRA 120A,"R$ 106,95",20,20,20,500
BBF00M144122,REGULADOR VOLT. SCANIA 113/114 BOSCH 28V,"R$ 229,78",20,20,20,500
BBF00M144123,REGULADOR VOLT. MBB 1938/VOLVO/VW BOSCH 28V,"R$ 189,65",20,20,20,500
BBF00M144125,REGULADOR VOLT. CARGO 04-> BOSCH 28V,"R$ 181,20",20,20,20,500
BBF00M144142,REGULADOR VOLT. CORSA/ASTRA/ZAFIRA/PALIO/DUCAT14V,"R$ 112,06",20,20,20,500
BBF00M145873,REGULADOR VOLT. COROLLA/CAMRY/FILDER/HILLUX/L200,"R$ 225,33",20,20,20,500
BBF00MA45217,REGULADOR VOLT. KA/FIESTA/COURRIER/F4000 14V,"R$ 166,91",20,20,20,500
BBT15104,BOBINA IGNIÇÃO CLIO/KANGOO/TWINGO FLEX C/CABOS,"R$ 226,17",20,20,20,500
BC201,"CABO BATERIA AUX.PARTIDA (CHUPETA) 2,5M/4MM UNIV.","R$ 30,40",20,20,20,500
BC212,BUZINA CARACOL DUPLA 1T,"R$ 46,85",20,20,20,500
BC215,BUZINA CARACOL 2 T PAR,"R$ 46,85",20,20,20,500
BC309,GARRA BATERIA GRANDE REFORÇADA,"R$ 4,10",20,20,20,500
BEURO3528B,FITA LED 30CM AZUL 12V,"R$ 5,88",20,20,20,500
BEURO3528R,FITA LED 30CM VERMELHA 12V,"R$ 5,88",20,20,20,500
BEURO3528W,FITA LED 30CM BRANCO 12V,"R$ 5,88",20,20,20,500
BF1112,TERMINAL MACHO ESPADA,"R$ 0,26",20,20,20,500
BF1113,TERMINAL MACXHO ESPADAO,"R$ 0,35",20,20,20,500
BF1132,TERMINAL ARGOLA 3/16,"R$ 0,26",20,20,20,500
BF1133,TERMINAL ARGOLA 3/16 CABO 2.5,"R$ 0,72",20,20,20,500
BF1135,TERMINAL ARGOLA 3/16 CABO 2.5,"R$ 2,70",20,20,20,500
BF1141,TERMINAL ARGOLA 1/4,"R$ 0,45",20,20,20,500
BF1160,TERMINAL ARGOLA 3/8,"R$ 1,30",20,20,20,500
BF1162,TERMINAL ARGOLA 5/16,"R$ 0,90",20,20,20,500
BF1180,TERMINAL FEMEA S/TRAVA,"R$ 0,07",20,20,20,500
BF1181,TERMINAL FEMEA GRANDE,"R$ 1,00",20,20,20,500
BF1182,TERMINAL FEMEA C/TRAVA,"R$ 0,20",20,20,20,500
BF1183,TERMINAL BANDEIRA PQ,"R$ 0,40",20,20,20,500
BF1184,TERMINAL BANDEIRA C/TRAVA,"R$ 0,33",20,20,20,500
BF1185,TERMINAL FEMEA PEQUENO,"R$ 0,25",20,20,20,500
BF1186,TERMINAL FEMEA MOSQUITINHO,"R$ 0,25",20,20,20,500
BF1188,TERMINAL HERMAFRODITA = MACHO FEMEA,"R$ 1,00",20,20,20,500
BF2011,CAPA TERMINAL MACHO,"R$ 0,25",20,20,20,500
BF2012,CAPA TERMINAL FEMEA S/TRAVA,"R$ 0,25",20,20,20,500
BF2014,CAPA TERMINAL FEMEA,"R$ 0,25",20,20,20,500
BFIO4.00VM,"FIO FLEXIVEL 4,00MM = (ROLO C/10)","R$ 15,00",20,20,20,500
BFIO6.00VM,"FIO FLEXIVEL 6,00MM = (ROLO C/5)","R$ 10,00",20,20,20,500
BHELLA1157A,LAMPADA 1034 12V 21/5W HELLA (P.DESENCONTR.) AMBAR,"R$ 3,12",20,20,20,500
BHELLA2721,"LAMPADA 2721 12V 1,2W HELLA (PINGUINHO)","R$ 2,00",20,20,20,500
BHELLA2825,LAMPADA 2825 12V 5W HELLA (PINGAO),"R$ 2,00",20,20,20,500
BHELLA3893,LAMPADA 0069 12V 04W HELLA (P.ENCONTRADO),"R$ 2,00",20,20,20,500
BHELLA5007,LAMPADA 0067 12V 05W HELLA (P.ENCONTRADO),"R$ 2,00",20,20,20,500
BHELLA7528,LAMPADA 1034 12V 21/5W HELLA (P.DESENCONTRADO),"R$ 2,50",20,20,20,500
BHELLA921,LAMPADA SUPER PINGO 12V W16W HELLA,"R$ 2,50",20,20,20,500
BISOFLEX10,FITA ISOLANTE ROLO10 METROS,"R$ 2,50",20,20,20,500
BISOFLEX20,FITA ISOLANTE ROLO 20 METROS,"R$ 4,50",20,20,20,500
BL114112V,LAMPADA 1141 12V 21W TESLLA,"R$ 0,73",20,20,20,500
BLOCK10,BLOQUEADOR IGNIÇÃO UNIVERSAL SIMPLES,"R$ 29,75",20,20,20,500
BLOCK20,BLOQUEADOR IGNIÇÃO UNIVERSAL C/SAÍDA P/SIRENE,"R$ 33,07",20,20,20,500
BLOCK30,BLOQUEADOR IGNIÇÃO UNIVERSAL C/SIRENE/SETAS,"R$ 58,45",20,20,20,500
BLOCKMOTO,BLOQUEADOR IGNIÇÃO MOTOS ANTI-ROUBO,"R$ 28,52",20,20,20,500
BOG144319,SENSOR ROTACAO 106/206/306/XSARA/SAXO,"R$ 61,03",20,20,20,500
BOG144327,SENSOR ROTACAO DUCATO/BOXER/XSARA/PARTNER,"R$ 40,47",20,20,20,500
BOG144329,SENSOR ROTACAO 307/406/607/XSARA/PARTNER,"R$ 65,03",20,20,20,500
BOG144335,SENSOR ROTACAO C3/C4/PICASSO/SAXO/PARTNER/206,"R$ 104,90",20,20,20,500
BOG144336,SENSOR ROTACAO 206/307/C3/C4/XSARA,"R$ 99,90",20,20,20,500
BOG144339,SENSOR ROTAÇÃO C1/2/3/4/206/307/XSARA,"R$ 55,66",20,20,20,500
BOG144358,SENSOR ROTACAO C4/C5/XSARA PICASSO/307/407/807,"R$ 61,87",20,20,20,500
BOG144442,SENSOR ROTACAO LAGUNA/TWINGO,"R$ 105,64",20,20,20,500
BOG144445,SENSOR ROTACAO CLIO/KANGOO S/ CONECTOR,"R$ 121,11",20,20,20,500
BOG144446,SENSOR ROTACAO CLIO/SCENIC/TWINGO DIR.,"R$ 121,11",20,20,20,500
BOG144520,SENSOR FASE BORA/GOL/POLO/FOX,"R$ 123,50",20,20,20,500
BOG144549,SENSOR ROTACAO FOX/GIII/GIV/KOMBI/GOL/POLO CINZA,"R$ 130,69",20,20,20,500
BOG151401,BOBINA IGNIÇÃO CLIO/KANGOO/TWINGO C/CABOS MARELLI,"R$ 337,80",20,20,20,500
BOG151405,BOBINA IGNICAO CLIO/KANGOO/TWINGO FLEX C/CABOS,"R$ 337,80",20,20,20,500
BOG154301,BOBINA IGNICAO 206/306/406/PARTNER CONECTOR PRETO,"R$ 415,75",20,20,20,500
BOG154302,BOBINA IGNICAO XSARA/SAXO/C2/3 CONECTOR CINZA,"R$ 375,11",20,20,20,500
BOG155002,BOBINA IGNICAO ALFA ROMEO 145/156/166/GTV/SPIDER,"R$ 674,40",20,20,20,500
BOG155007,BOBINA IGNICAO FREELANDER 2.5 V6 00->,"R$ 321,42",20,20,20,500
BOG155015,BOBINA IGNICAO LAGUNA/MEGANE/SCENIC,"R$ 227,35",20,20,20,500
BOG155016,BOBINA IGNICAO CLIO/LOGAN/SANDERO/TWINGO,"R$ 179,52",20,20,20,500
BOG156200,BOBINA IGNICAO CLIO/KANGOO/SANDERO/LIVINA T.PALITO,"R$ 128,57",20,20,20,500
BOG157400,BOBINA IGNICAO A3/POLO 1.4/GOLF G4 1.6,"R$ 185,69",20,20,20,500
BOG157500,BOBINA IGNICAO TIGUAN/AMAROK/PASSAT 12->,"R$ 88,15",20,20,20,500
BOG157900,BOBINA IGNIÇÃO GOLF/TIGUAN/AMAROCK/JETTA/Q3/Q5,"R$ 241,89",20,20,20,500
BPH12516,"LAMPADA 2721 12V 1,2W PHILIPS (PINGUINHO)","R$ 2,50",20,20,20,500
BRAVO03,CONTROLE AVULSO BRAVO CANIVETE,"R$ 61,22",20,20,20,500
BRAVOMV2,MODULO VIDRO UNIVERSAL = 2 PORTAS,"R$ 32,92",20,20,20,500
BSX012,ESCOVA PARTIDA BOSCH VALMET BOSCH 12V,"R$ 5,33",20,20,20,500
BSX035,ESCOVA PARTIDA BOSCH VALMET/VOLVO 12V,"R$ 30,85",20,20,20,500
BSX036,ESCOVA PARTIDA BOSCH SCANIA 24V,"R$ 9,90",20,20,20,500
BSX043,ESCOVA PARTIDA BOSCH FUSCA/BRASILIA/OPALA/CORCE12V,"R$ 8,40",20,20,20,500
BSX044,ESCOVA PARTIDA BOSCH MBB 1111/1113 JD 12V,"R$ 17,44",20,20,20,500
BSX044A,ESCOVA PARTIDA BOSCH FIAT 70/100/130 JD 24V,"R$ 9,09",20,20,20,500
BSX060,ESCOVA PARTIDA BOSCH MBB/SCANIA KB 24V,"R$ 32,14",20,20,20,500
BSX077,ESCOVA PARTIDA BOSCH VW/FIAT/GM/FORD 12V,"R$ 4,03",20,20,20,500
BSX126,ESCOVA PARTIDA BOSCH APOLO/PAMPA/VERSAILLES 12V,"R$ 3,37",20,20,20,500
BSX128,ESCOVA PARTIDA BOSCH AGRALE/FIAT 12V,"R$ 3,37",20,20,20,500
BSX134/144,ESCOVA PARTIDA BOSCH SANTANA 12V,"R$ 10,30",20,20,20,500
BSX135/145,ESCOVA PARTIDA BOSCH SCANIA/CUMMINS 6BT 24V,"R$ 8,96",20,20,20,500
BSX148,ESCOVA PARTIDA BOSCH IVECO/SCANIA/VOLVO 24V,"R$ 21,04",20,20,20,500
BSX149,ESCOVA PARTIDA BOSCH TEMPRA 2.0 12V,"R$ 3,28",20,20,20,500
BSX151,ESCOVA PARTIDA BOSCH F1000/DUCATO/MB 180D 12V,"R$ 10,65",20,20,20,500
BSX157/158,ESCOVA PARTIDA BOSCH GM/FIAT 12V,"R$ 4,01",20,20,20,500
BSX159/160,ESCOVA PARTIDA BOSCH OMEGA/SUPREMA 3.0/4.1 92->12V,"R$ 3,45",20,20,20,500
BSX161/162,ESCOVA PARTIDA BOSCH FIAT/VW/GM 12V,"R$ 1,53",20,20,20,500
BSX165,ESCOVA PARTIDA BOSCH SPRINTER 24V,"R$ 5,40",20,20,20,500
BSX172/173,ESCOVA PARTIDA BOSCH VOLVO KB 24V,"R$ 34,11",20,20,20,500
BSX177,ESCOVA PARTIDA WAPSA CUMMINS/SCANIA/MBB 24V,"R$ 15,36",20,20,20,500
BSX197,ESCOVA PARTIDA WAPSA CUMMINS/MBB/FORD 12V,"R$ 24,68",20,20,20,500
BSX433A/B,ESCOVA PARTIDA BOSCH MBB/VALMET JF 2 SAIDAS 12V,"R$ 6,86",20,20,20,500
BSX433C/D,ESCOVA PARTIDA BOSCH MBB/VALMET JF 2 SAIDAS 24V,"R$ 9,26",20,20,20,500
BSX561A,ESCOVA PARTIDA BOSCH MBB/VW JF 1 SAIDA 12V,"R$ 8,74",20,20,20,500
BSX561B,ESCOVA PARTIDA BOSCH MBB/VW JF 1 SAIDA BOSCH 24V,"R$ 8,74",20,20,20,500
BSX592A,ESCOVA PARTIDA BOSCH MBB JF MODERNO1 SAIDA 12V,"R$ 12,28",20,20,20,500
BSX592B,ESCOVA PARTIDA BOSCH MBB JF MODERNO1 SAIDA 24V,"R$ 10,49",20,20,20,500
BUCHAVOLANTE,BUCHA ESTRIADA ADPTADORA VOLANTE (CONVERSORA),"R$ 16,80",20,20,20,500
BX008,ESCOVA LIMPADOR BOSCH VOLKS 2 VELOC. 12V DIANT.,"R$ 2,43",20,20,20,500
BX009,ESCOVA LIMPADOR BOSCH OPALA 2 VELOCIDADES 12V,"R$ 2,43",20,20,20,500
BX010,ESCOVA LIMPADOR BOSCH VOLKS TRASEIRA 12V,"R$ 8,25",20,20,20,500
BX011,ESCOVA VENTILADOR BOSCH 12V.,"R$ 3,70",20,20,20,500
BX012,ESCOVA VENTILADOR BOSCH ONIBUS 12V,"R$ 3,90",20,20,20,500
BX131,ESCOVA DINAMO BOSCH VW = BX35,"R$ 2,27",20,20,20,500
BX162,ESCOVA ALTERNADOR BOSCH MBB 608/1113/1313/1316,"R$ 1,42",20,20,20,500
BX165,ESCOVA DINAMO BOSCH PERKINS/MBB/MWM 12V,"R$ 3,30",20,20,20,500
BX172,ESCOVA PARTIDA BOSCH VW/FIAT/FORD/GM 12V,"R$ 1,44",20,20,20,500
BX175,ESCOVA ALTERNADOR BOSCH SCANIA ONIBUS 24V,"R$ 5,81",20,20,20,500
BX201,ESCOVA ALTERNADOR BOSCH SCANIA ONIBUS 12V,"R$ 1,96",20,20,20,500
BX202,ESCOVA ALTERNADOR BOSCH FIAT/FORD/GM/RENAULT,"R$ 1,45",20,20,20,500
BX204,ESCOVA ALTERNADOR BOSCH VOLVO/MBB/SCANIA,"R$ 1,75",20,20,20,500
BX213,ESCOVA ALTERNADOR BOSCH CORSA/OMEGA/TEMPRA/SANTAN,"R$ 6,60",20,20,20,500
BX220,ESCOVA ALTERNADOR BOSCH CORSA/POLO/KA ZETEC 12V,"R$ 1,23",20,20,20,500
BX532,ESCOVA VENTILADOR BOSCH INTERNO 12V,"R$ 1,91",20,20,20,500
BZ0005,IMPULSOR WAPSA AERO WILLYS/ITAMARATY/RURAL ->70,"R$ 86,75",20,20,20,500
BZ0006,IMPULSOR BOSCH FUSCA 1200/1300/KOMBI TDS 6V,"R$ 60,41",20,20,20,500
BZ0010,IMPULSOR DELCO C10/C14/C15/CHEVROLET BRASIL 64->,"R$ 34,46",20,20,20,500
BZ0015,IMPULSOR BOSCH MAVERICK 6C,"R$ 60,24",20,20,20,500
BZ0024,IMPULSOR BOSCH FORD/GM C/ PERKINS 10D,"R$ 42,16",20,20,20,500
BZ0025,IMPULSOR WAPSA F1000/BANDEIRANTE,"R$ 76,26",20,20,20,500
BZ0028,IMPULSOR BOSCH AGRALE/VALMET,"R$ 103,84",20,20,20,500
BZ0034,IMPULSOR BOSCH MBB/VW/MWM JD,"R$ 60,23",20,20,20,500
BZ0043,IMPULSOR BOSCH MF 235->86,"R$ 79,99",20,20,20,500
BZ0044,IMPULSOR BOSCH CORCEL/BELINA I ->77,"R$ 55,44",20,20,20,500
BZ0045,IMPULSOR DELCO OPALA/C10 76->,"R$ 40,32",20,20,20,500
BZ0046,IMPULSOR BOSCH OPALA 4C ->78,"R$ 35,47",20,20,20,500
BZ0056,IMPULSOR WAPSA F100/350/GALAXIE/WILLIS,"R$ 74,90",20,20,20,500
BZ0060,IMPULSOR BOSCH CBT PERKINS JD,"R$ 105,14",20,20,20,500
BZ0065,IMPULSOR BOSCH FUSCA/KOMBI 1300/1600,"R$ 23,22",20,20,20,500
BZ0068,IMPULSOR BOSCH GOL/SANTANA/KOMBI,"R$ 22,37",20,20,20,500
BZ0080,IMPULSOR BOSCH CHEVETTE/MARAJO,"R$ 68,51",20,20,20,500
BZ0082,IMPULSOR BOSCH F1000/JEEP 4C,"R$ 60,87",20,20,20,500
BZ0084,IMPULSOR WAPSA PERKINS INDUSTRIAL C/ WAPSA,"R$ 136,18",20,20,20,500
BZ0085,IMPULSOR WAPSA CARGO/F4000 MWM 9D,"R$ 45,88",20,20,20,500
BZ0087,PINHAO IMPULSOR BOSCH SCANIA/VOLVO KB 11 DENTES,"R$ 167,28",20,20,20,500
BZ0089,PINHAO IMPULSOR CATERPILLAR/KOMATSU KB 12 DENTES,"R$ 151,31",20,20,20,500
BZ0092,IMPULSOR BOSCH CAMINHAO FIAT 130/180 9 DENTES,"R$ 101,21",20,20,20,500
BZ0102,IMPULSOR LUCAS CHRYSLER,"R$ 85,44",20,20,20,500
BZ0104,IMPULSOR BOSCH F100/350/MAVERICK,"R$ 68,46",20,20,20,500
BZ0105,IMPULSOR BOSCH CAMINHAO MBB/FORD/VW JF 76->,"R$ 50,39",20,20,20,500
BZ0108,IMPULSOR BOSCH MONZA/ESCORT/GOL,"R$ 22,75",20,20,20,500
BZ0111,IMPULSOR BOSCH UNO/TEMPRA,"R$ 23,22",20,20,20,500
BZ0114,IMPULSOR WAPSA CAMINHAO GM DETROIT,"R$ 157,83",20,20,20,500
BZ0115,IMPULSOR BOSCH RURAL/MAVERICK 4C,"R$ 64,71",20,20,20,500
BZ0118,IMPULSOR BOSCH CAMINHAO VW,"R$ 63,23",20,20,20,500
BZ0125,IMPULSOR WAPSA AGRALE/BOBCAT/CLARK,"R$ 146,30",20,20,20,500
BZ0126,IMPULSOR WAPSA WILLIS/GALAXIE/MAVERIXK,"R$ 79,00",20,20,20,500
BZ0133,IMPULSOR SCANIA/MBB KB (EMBREAGEM COMPLETA),"R$ 243,22",20,20,20,500
BZ0155,IMPULSOR LUCAS TRATORES PERKINS 6C,"R$ 178,29",20,20,20,500
BZ0162,IMPULSOR PRESTOLITE F1000,"R$ 46,27",20,20,20,500
BZ0163,IMPULSOR BOSCH AGRALE,"R$ 67,60",20,20,20,500
BZ0186,IMPULSOR WAPSA EMPILHADEIRAS PERKINS,"R$ 70,26",20,20,20,500
BZ0191,IMPULSOR BOSCH FUSCA/KOMBI 68->72,"R$ 34,76",20,20,20,500
BZ0192,IMPULSOR WAPSA FUSCA/KOMBI 68->81,"R$ 50,53",20,20,20,500
BZ0193,IMPULSOR WAPSA EMPILHADEIRA YALE,"R$ 85,06",20,20,20,500
BZ0213,IMPULSOR MARELLI BRAVA/LADA,"R$ 98,24",20,20,20,500
BZ0218,PINHÃO IMPULSOR BOSCH 1924 KB 9 DENTES,"R$ 97,04",20,20,20,500
BZ0291,IMPULSOR BOSCH DUCATO/DAILY,"R$ 167,69",20,20,20,500
BZ0293,IMPULSOR WAPSA ESCORT/GOL CHT,"R$ 51,76",20,20,20,500
BZ0294,IMPULSOR WAPSA GOL/KOMBI 81 AR,"R$ 71,77",20,20,20,500
BZ0323,IMPULSOR BOSCH VERONA/APOLLO,"R$ 56,89",20,20,20,500
